,PlayerID,FirstName,Surname,Height,Weight,DOB
77,78,Larry,Hughes,77,184,1/23/1979
78,79,Jarvis,Hayes,79,220,8/9/1981
79,80,Kwame,Brown,83,270,3/10/1982
80,81,Brendan,Haywood,84,268,11/27/1979
81,82,Etan,Thomas,81,256,4/1/1978
82,83,Christian,Laettner,83,235,8/17/1969
83,84,Juan,Dixon,75,164,10/9/1978
84,85,Jared,Jeffries,83,230,11/25/1981
85,86,Steve,Blake,75,172,2/26/1980
86,87,Jamal,Crawford,77,185,3/20/1980
87,88,Jalen,Rose,80,210,1/30/1973
88,89,Eddy,Curry,84,295,12/5/1982
89,90,Scottie,Pippen,80,210,9/25/1965
90,91,Lonny,Baxter,80,260,1/27/1979
91,92,Marcus,Fizer,81,262,8/10/1978
92,93,Donyell,Marshall,81,218,5/18/1973
93,94,Eddie,Robinson,80,210,4/19/1976
94,95,Kendall,Gill,77,195,5/25/1968
95,96,Roger,Mason,77,200,9/10/1980
96,97,Corie,Blount,81,240,1/4/1969
97,98,Kevin,Willis,84,220,9/6/1962
98,99,Nene,Hilario,83,250,9/13/1982
99,100,Voshon,Lenard,76,205,5/14/1973
100,101,Carmelo,Anthony,80,240,5/29/1984
101,102,Andre,Miller,75,200,3/19/1976
102,103,Marcus,Camby,83,220,3/22/1974
103,104,Earl,Boykins,65,135,6/2/1976
104,105,Jon,Barry,76,195,7/25/1969
105,106,Chris,Andersen,82,245,7/7/1978
106,107,Francisco,Elson,84,235,2/28/1976
107,108,Nikoloz,Tskitishvili,84,225,4/14/1983
108,109,Ryan,Bowen,79,215,11/20/1975
109,110,Metta,World Peace,78,260,11/13/1979
110,111,Jermaine,O'Neal,83,226,10/13/1978
111,112,Reggie,Miller,79,185,8/24/1965
112,113,Kenny,Anderson,72,168,10/9/1970
113,114,Scot,Pollard,83,265,2/12/1975
114,115,Jeff,Foster,83,236,1/16/1977
115,116,Al,Harrington,81,230,2/17/1980
116,117,Jamaal,Tinsley,75,195,2/28/1978
117,118,Austin,Croshere,81,235,5/1/1975
118,119,Fred,Jones,76,210,3/11/1979
119,120,Ben,Wallace,81,240,9/10/1974
120,121,Tayshaun,Prince,81,212,2/28/1980
121,122,Richard,Hamilton,78,185,2/14/1978
122,123,Chauncey,Billups,75,202,9/25/1976
123,124,Elden,Campbell,83,215,7/23/1968
124,125,Mehmet,Okur,83,249,5/26/1979
125,126,Chucky,Atkins,71,160,8/14/1974
126,127,Corliss,Williamson,79,245,12/4/1973
127,128,Zeljko,Rebraca,84,257,4/9/1972
128,129,Clifford,Robinson,82,225,12/16/1966
129,130,Calbert,Cheaney,79,209,7/17/1971
130,131,Mike,Dunleavy,81,230,9/15/1980
131,132,Erick,Dampier,83,265,7/14/1975
132,133,Speedy,Claxton,71,166,5/8/1978
133,134,Avery,Johnson,70,175,3/25/1965
134,135,Mickael,Pietrus,78,215,2/7/1982
135,136,Brian,Cardinal,80,245,5/2/1977
136,137,Brian,Skinner,81,255,5/19/1976
137,138,Joe,Smith,82,225,7/26/1975
138,139,Michael,Redd,78,220,8/24/1979
139,140,Tim,Thomas,82,230,2/26/1977
140,141,Damon,Jones,75,185,8/25/1976
141,142,Erick,Strickland,75,210,11/25/1973
142,143,Desmond,Mason,79,224,10/11/1977
143,144,Toni,Kukoc,82,192,9/18/1968
144,145,Dan,Gadzuric,83,240,2/2/1978
145,146,Kevin,Garnett,83,240,5/19/1976
146,147,Latrell,Sprewell,77,190,9/8/1970
147,148,Sam,Cassell,75,185,11/18/1969
148,149,Fred,Hoiberg,76,203,10/15/1972
149,150,Michael,Olowokandi,84,269,4/3/1975
150,151,Mark,Madsen,81,240,1/28/1976
151,152,Gary,Trent,80,250,9/22/1974
152,153,Keith,McLeod,74,188,11/5/1979
153,154,Ervin,Johnson,83,245,12/21/1967
154,155,Stephen,Jackson,80,218,4/5/1978
155,156,Jason,Terry,74,185,9/15/1977
156,157,Shareef,Abdur-Rahim,81,225,12/11/1976
157,158,Dion,Glover,77,228,10/22/1978
158,159,Theo,Ratliff,82,225,4/17/1973
159,160,Nazr,Mohammed,82,221,9/5/1977
160,161,Jacque,Vaughn,73,190,2/11/1975
161,162,Lee,Nailon,81,238,2/22/1975
162,163,Boris,Diaw,80,250,4/16/1982
163,164,Baron,Davis,75,209,4/13/1979
164,165,P.J.,Brown,83,225,10/14/1969
165,166,George,Lynch,80,218,9/3/1970
166,167,David,Wesley,72,190,11/14/1970
167,168,Jamaal,Magloire,83,259,5/21/1978
168,169,Darrell,Armstrong,72,170,6/22/1968
169,170,Sean,Rooks,82,250,9/9/1969
170,171,Stacey,Augmon,80,205,8/1/1968
171,172,Robert,Traylor,80,284,2/1/1977
172,173,David,West,81,250,8/29/1980
173,174,Steve,Smith,79,200,3/31/1969
174,175,Tracy,McGrady,80,210,5/24/1979
175,176,Drew,Gooden,82,250,9/24/1981
176,177,Juwan,Howard,81,240,2/7/1973
177,178,Tyronn,Lue,72,175,5/3/1977
178,179,Britton,Johnsen,82,210,7/8/1979
179,180,Gordan,Giricek,78,210,6/20/1977
180,181,Donnell,Harvey,80,220,8/26/1980
181,182,Shammond,Williams,73,201,4/5/1975
182,183,Andrew,DeClercq,82,230,2/1/1973
183,184,Steven,Hunter,84,220,10/31/1981
184,185,Reece,Gaines,78,205,1/7/1981
185,186,Allan,Houston,78,200,4/20/1971
186,187,Kurt,Thomas,81,230,10/4/1972
187,188,Keith,Van Horn,82,220,10/23/1975
188,189,Charlie,Ward,74,190,10/12/1970
189,190,Dikembe,Mutombo,86,245,6/25/1966
190,191,Shandon,Anderson,78,208,12/31/1973
191,192,Howard,Eisley,74,177,12/4/1972
192,193,Michael,Doleac,83,262,6/15/1977
193,194,Frank,Williams,75,212,2/25/1980
194,195,Mike,Sweetney,80,275,10/25/1982
195,196,LeBron,James,80,250,12/30/1984
196,197,Ricky,Davis,78,195,9/23/1979
197,198,Carlos,Boozer,81,258,11/20/1981
198,199,Zydrunas,Ilgauskas,87,238,6/5/1975
199,200,Darius,Miles,81,210,10/9/1981
200,201,J.R.,Bremer,74,185,9/19/1980
201,202,DeSagana,Diop,84,300,1/30/1982
202,203,Chris,Mihm,84,265,7/16/1979
203,204,Kevin,Ollie,76,195,12/27/1972
204,205,Peja,Stojakovic,81,220,6/9/1977
205,206,Vlade,Divac,85,243,2/3/1968
206,207,Brad,Miller,83,244,4/12/1976
207,208,Mike,Bibby,73,190,5/13/1978
208,209,Doug,Christie,78,200,5/9/1970
209,210,Bobby,Jackson,73,185,3/13/1973
210,211,Gerald,Wallace,79,215,7/23/1982
211,212,Tony,Massenburg,81,220,7/31/1967
212,213,Darius,Songaila,81,248,2/14/1978
213,214,Jason,Kidd,76,205,3/23/1973
214,215,Richard,Jefferson,79,233,6/21/1980
215,216,Kerry,Kittles,77,179,6/12/1974
216,217,Jason,Collins,84,255,12/2/1978
217,218,Kenyon,Martin,81,234,12/30/1977
218,219,Rodney,Rogers,79,235,6/20/1971
219,220,Alonzo,Mourning,82,240,2/8/1970
220,221,Aaron,Williams,81,220,10/2/1971
221,222,Doug,Overton,75,190,8/3/1969
222,223,Antonio,Davis,81,215,10/31/1968
223,224,Vince,Carter,78,220,1/26/1977
224,225,Jerome,Williams,81,206,5/10/1973
225,226,Alvin,Williams,77,185,8/6/1974
226,227,Michael,Curry,77,210,8/22/1968
227,228,Milt,Palacio,75,195,2/7/1978
228,229,Lamond,Murray,79,236,4/20/1973
229,230,Chris,Bosh,83,235,3/24/1984
230,231,Morris,Peterson,79,218,8/26/1977
231,232,Damon,Stoudamire,70,171,9/3/1973
232,233,Rasheed,Wallace,82,225,9/17/1974
233,234,Zach,Randolph,81,250,7/16/1981
234,235,Bonzi,Wells,77,210,9/28/1976
235,236,Dale,Davis,83,230,3/25/1969
236,237,Jeff,McInnis,76,190,10/22/1974
237,238,Ruben,Patterson,77,224,7/31/1975
238,239,Vladimir,Stepania,84,236,5/8/1976
239,240,Tracy,Murray,79,225,7/25/1971
240,241,Carlos,Arroyo,74,202,7/30/1979
241,242,Greg,Ostertag,86,280,3/6/1973
242,243,Andrei,Kirilenko,81,220,2/18/1981
243,244,Matt,Harpring,79,231,5/31/1976
244,245,DeShawn,Stevenson,77,210,4/3/1981
245,246,Raja,Bell,77,204,9/19/1976
246,247,Sasha,Pavlovic,80,220,11/15/1983
247,248,Jarron,Collins,83,255,12/2/1978
248,249,Ben,Handlogten,82,240,11/16/1973
249,250,Raul,Lopez,73,170,4/15/1980
250,251,Rodney,White,81,238,6/28/1980
251,252,Cuttino,Mobley,76,190,9/1/1975
252,253,Kelvin,Cato,83,255,8/26/1974
253,254,Steve,Francis,75,195,2/21/1977
254,255,Jim,Jackson,78,220,10/14/1970
255,256,Yao,Ming,90,310,9/12/1980
256,257,Bostjan,Nachbar,81,221,7/3/1980
257,258,Maurice,Taylor,81,260,10/30/1976
258,259,Torraye,Braggs,80,245,5/15/1976
259,260,Moochie,Norris,73,175,7/27/1973
260,261,Scott,Padgett,81,240,4/19/1976
261,262,Mike,Wilks,70,185,5/7/1979
262,263,Jelani,McCoy,82,245,12/6/1977
263,264,Jason,Kapono,80,213,2/4/1981
264,265,Elton,Brand,80,275,3/11/1979
265,266,Quentin,Richardson,78,223,4/13/1980
266,267,Corey,Maggette,78,218,11/12/1979
267,268,Predrag,Drobnjak,83,270,10/27/1975
268,269,Keyon,Dooling,75,196,5/8/1980
269,270,Eddie,House,73,180,5/14/1978
270,271,Bobby,Simmons,79,210,6/2/1980
271,272,Chris,Wilcox,82,221,9/3/1982
272,273,Marko,Jaric,79,198,10/12/1978
273,274,Chris,Kaman,84,265,4/28/1982
274,275,Vladimir,Radmanovic,82,227,11/19/1980
275,276,Brent,Barry,78,185,12/31/1971
276,277,Ronald,Murray,76,190,7/29/1979
277,278,Rashard,Lewis,82,215,8/8/1979
278,279,Calvin,Booth,83,230,5/7/1976
279,280,Reggie,Evans,80,245,5/18/1980
280,281,Luke,Ridnour,74,175,2/13/1981
281,282,Ansu,Sesay,81,225,7/29/1976
282,283,Richie,Frahm,77,210,8/14/1977
283,284,Vitaly,Potapenko,82,280,3/21/1975
284,285,Tyson,Chandler,85,240,10/2/1982
285,286,T.J.,Ford,72,165,3/24/1983
286,287,Anthony,Johnson,75,190,10/2/1974
287,288,Primoz,Brezec,86,252,10/2/1979
288,289,Jerome,James,84,300,11/17/1975
289,290,Wang,Zhizhi,84,255,7/8/1977
290,291,Melvin,Ely,82,260,5/2/1978
291,292,Pau,Gasol,84,250,7/6/1980
292,293,Jason,Williams,73,190,11/18/1975
293,294,Mike,Miller,80,218,2/19/1980
294,295,Stromile,Swift,81,225,11/21/1979
295,296,James,Posey,80,215,1/13/1977
296,297,Shane,Battier,80,220,9/9/1978
297,298,Lorenzen,Wright,83,225,11/4/1975
298,299,Wesley,Person,78,195,3/28/1971
299,300,Earl,Watson,73,195,6/12/1979
300,301,Bo,Outlaw,80,210,4/13/1971
301,302,Bob,Sura,77,200,3/25/1973
302,303,Darko,Milicic,84,250,6/20/1985
303,304,Tremaine,Fowlkes,80,220,4/11/1976
304,305,Quincy,Lewis,79,215,6/26/1977
305,306,Trenton,Hassell,77,200,3/4/1979
306,307,Brandon,Armstrong,77,188,6/16/1980
307,308,Brian,Scalabrine,81,241,3/18/1978
308,309,Zoran,Planinic,79,195,9/12/1982
309,310,Mo,Williams,73,198,12/19/1982
310,311,Anthony,Peeler,76,208,11/25/1969
311,312,Jabari,Smith,83,250,2/12/1977
312,313,Rodney,Buford,77,189,11/2/1977
313,314,Dan,Langhi,83,220,11/28/1977
314,315,Adonal,Foyle,82,250,3/9/1975
315,316,Popeye,Jones,80,250,6/17/1970
316,317,Marcus,Haislip,82,230,12/22/1980
317,318,Daniel,Santiago,85,256,6/24/1976
318,319,Jerome,Moiso,82,235,6/15/1978
319,320,Chris,Jefferies,80,225,2/13/1980
320,321,Mengke,Bateer,83,290,11/20/1975
321,322,Ndudi,Ebi,81,200,6/18/1984
322,323,Kobe,Bryant,78,212,8/23/1978
323,324,Michael,Stewart,82,230,4/25/1975
324,325,Qyntel,Woods,80,221,2/16/1981
325,326,Ruben,Boumtje-Boumtje,84,257,5/20/1978
326,327,Othella,Harrington,81,235,1/31/1974
327,328,Clarence,Weatherspoon,78,240,9/8/1970
328,329,Jason,Hart,75,185,4/29/1978
329,330,Shane,Heal,72,180,9/6/1970
330,331,Chris,Whitney,72,168,10/5/1971
331,332,Jahidi,White,81,290,2/19/1976
332,333,Kirk,Penney,77,220,11/23/1980
333,334,Glenn,Robinson,79,225,1/10/1973
334,335,Derek,Anderson,77,194,7/18/1974
335,336,Keon,Clark,83,220,4/16/1975
336,337,Jumaine,Jones,80,218,2/10/1979
337,338,Travis,Hansen,78,205,4/15/1978
338,339,Chris,Crawford,81,235,5/13/1975
339,340,Jason,Richardson,78,220,1/20/1981
340,341,Nick,Van Exel,73,170,11/27/1971
341,342,Zaza,Pachulia,83,270,2/10/1984
342,343,Tamar,Slay,80,215,4/2/1980
343,344,Kirk,Hinrich,76,190,1/2/1981
344,345,Linton,Johnson,80,205,6/13/1980
345,346,Bryce,Drew,74,185,9/21/1974
346,347,Keith,Bogans,77,215,5/12/1980
347,348,Pat,Garrity,81,238,8/23/1976
348,349,Jake,Tsakalidis,86,285,6/10/1979
349,350,Matt,Carroll,78,212,8/28/1980
350,351,Ira,Newble,79,220,1/20/1975
351,352,Caron,Butler,79,228,3/13/1980
352,353,Tyrone,Hill,81,240,3/19/1968
353,354,Devin,Brown,77,220,12/30/1978
354,355,Theron,Smith,80,225,10/3/1980
355,356,Curtis,Borchardt,84,240,9/13/1980
356,357,Lindsey,Hunter,74,170,12/3/1970
357,358,Dan,Dickau,72,190,9/16/1978
358,359,Antonio,Daniels,76,195,3/19/1975
359,360,Rick,Brunson,76,190,6/14/1972
360,361,Tony,Parker,74,185,5/17/1982
361,362,Alton,Ford,81,275,5/29/1981
362,363,Cherokee,Parks,83,235,10/11/1972
363,364,Leandro,Barbosa,75,194,11/28/1982
364,365,Sean,Lampley,79,227,9/3/1979
365,366,Robert,Pack,74,180,2/3/1969
366,367,Travis,Outlaw,81,210,9/18/1984
367,368,Jamal,Sampson,83,235,5/15/1983
368,369,Derrick,Dial,76,184,12/20/1975
369,370,Glen,Rice,79,215,5/28/1967
370,371,Darvin,Ham,79,220,7/23/1973
371,372,Joel,Przybilla,85,255,10/10/1979
372,373,Scott,Williams,82,230,3/21/1968
373,374,Bruno,Sundov,86,220,2/10/1980
374,375,Dahntay,Jones,78,225,12/27/1980
375,376,Stanislav,Medvedenko,82,250,4/4/1979
376,377,Eric,Piatkowski,79,215,9/30/1970
377,378,Greg,Buckner,76,210,9/16/1976
378,379,Lucious,Harris,77,190,12/18/1970
379,380,Rod,Strickland,75,175,7/11/1966
380,381,Mitchell,Butler,77,210,12/15/1970
381,382,Hubert,Davis,77,183,5/17/1970
382,383,Antonio,McDyess,81,220,9/7/1974
383,384,Olden,Polynice,83,220,11/21/1964
384,385,Jamison,Brewer,76,184,11/19/1980
385,386,Robert,Archibald,83,250,3/29/1980
386,387,Kendrick,Perkins,82,270,11/10/1984
387,388,Damone,Brown,81,200,6/28/1979
388,389,Troy,Bell,73,180,11/10/1980
389,390,Zendon,Hamilton,83,250,4/27/1975
390,391,Oliver,Miller,81,280,4/6/1970
391,392,Rasual,Butler,79,215,5/23/1979
392,393,Troy,Murphy,83,245,5/2/1980
393,394,Troy,Hudson,73,170,3/13/1976
394,395,Kaniel,Dickens,80,215,7/21/1978
395,396,Jeff,Trepagnier,76,200,7/11/1979
396,397,Mikki,Moore,83,225,11/4/1975
397,398,Ray,Allen,77,205,7/20/1975
398,399,James,Jones,80,218,10/4/1980
399,400,Brian,Cook,81,234,12/4/1980
400,401,Alan,Henderson,81,235,12/2/1972
401,402,Paul,Grant,84,245,1/6/1974
402,403,Alex,Garcia,75,220,3/4/1980
403,404,Dajuan,Wagner,74,200,2/4/1983
404,405,Ronald,Dupree,79,209,1/26/1981
405,406,Slavko,Vranes,89,275,1/30/1983
406,407,Anthony,Goldwire,73,182,9/6/1971
407,408,Brandon,Hunter,79,260,11/24/1980
408,409,Michael,Ruffin,81,246,1/21/1977
409,410,Mamadou,N'Diaye,84,255,6/16/1975
410,411,Jonathan,Bender,83,202,1/30/1981
411,412,Ime,Udoka,78,215,8/9/1977
412,413,Mark,Pope,82,235,9/11/1972
413,414,Matt,Barnes,79,226,3/9/1980
414,415,Mark,Jackson,73,180,4/1/1965
415,416,Maciej,Lampe,83,275,2/5/1985
416,417,Rick,Fox,79,230,7/24/1969
417,418,Jamal,Mashburn,80,240,11/29/1972
418,419,Darrick,Martin,71,170,3/6/1971
419,420,Tierre,Brown,74,189,6/3/1979
420,421,Jerry,Stackhouse,78,218,11/5/1974
421,422,Maurice,Carter,77,210,10/12/1976
422,423,Adrian,Griffin,77,217,7/4/1974
423,424,Omar,Cook,73,190,1/28/1982
424,425,Eddie,Gill,72,190,8/16/1978
425,426,DerMarr,Johnson,81,201,5/5/1980
426,427,Wally,Szczerbiak,79,244,3/5/1977
427,428,Desmond,Penigar,79,245,7/16/1981
428,429,Michael,Bradley,82,245,4/18/1979
429,430,Hiram,Fuller,81,240,5/15/1981
430,431,Rusty,LaRue,74,210,12/10/1973
431,432,Chris,Webber,81,245,3/1/1973
432,433,Paul,Shirley,82,230,12/23/1977
433,434,Jason,Collier,84,260,9/8/1977
434,435,Josh,Davis,80,235,8/10/1980
435,436,Charles,Oakley,80,225,12/18/1963
436,437,Randy,Livingston,76,209,4/2/1975
437,438,Mateen,Cleaves,74,205,9/7/1977
438,439,Desmond,Ferguson,79,203,7/22/1977
439,440,Leon,Smith,82,235,11/2/1980
440,441,Ryan,Humphrey,80,235,7/24/1979
441,442,Dana,Barros,71,163,4/13/1967
442,443,Maurice,Evans,77,220,11/8/1978
443,444,Kevin,Martin,79,199,2/1/1983
444,445,Devin,Harris,75,185,2/27/1983
445,446,Carlos,Delfino,78,230,8/29/1982
446,447,Andre,Iguodala,78,215,1/28/1984
447,448,Tony,Allen,76,213,1/11/1982
448,449,Al,Jefferson,82,289,1/4/1985
449,450,David,Harrison,84,280,8/15/1982
450,451,Nick,Collison,82,255,10/26/1980
451,452,Robert,Swift,84,245,12/3/1985
452,453,Damien,Wilkins,78,225,1/11/1980
453,454,Shaun,Livingston,79,192,9/11/1985
454,455,Lionel,Chalmers,72,180,11/10/1980
455,456,Laron,Profit,77,204,8/5/1977
456,457,Peter,John Ramos,87,275,5/13/1985
457,458,Trevor,Ariza,80,215,6/30/1985
458,459,Nenad,Krstic,84,240,7/25/1983
459,460,J.R.,Smith,78,225,9/9/1985
460,461,Dwight,Howard,83,265,12/8/1985
461,462,Grant,Hill,80,225,10/5/1972
462,463,Jameer,Nelson,72,190,2/9/1982
463,464,Josh,Smith,81,225,12/5/1985
464,465,Josh,Childress,80,210,6/20/1983
465,466,Royal,Ivey,75,200,12/20/1981
466,467,Anthony,Miller,81,225,10/22/1971
467,468,Jackson,Vroman,82,220,6/6/1981
468,469,Yuta,Tabuse,69,165,10/5/1980
469,470,Beno,Udrih,75,205,7/5/1982
470,471,Matt,Bonner,82,235,4/5/1980
471,472,Rafael,Araujo,83,280,8/12/1980
472,473,Sasha,Vujacic,79,195,3/8/1984
473,474,Kirk,Snyder,78,225,6/5/1983
474,475,Kris,Humphries,81,235,2/6/1985
475,476,Emeka,Okafor,82,252,9/28/1982
476,477,Bernard,Robinson,78,210,12/26/1980
477,478,Anderson,Varejao,82,273,9/28/1982
478,479,Andres,Nocioni,79,225,11/30/1979
479,480,Ben,Gordon,75,200,4/4/1983
480,481,Luol,Deng,81,237,4/16/1985
481,482,Chris,Duhon,73,185,8/31/1982
482,483,Jared,Reiner,83,255,4/8/1982
483,484,Andris,Biedrins,83,240,4/2/1986
484,485,Quinton,Ross,78,195,4/30/1981
485,486,Sebastian,Telfair,72,165,6/9/1985
486,487,Didier,Ilunga-Mbenga,84,245,12/30/1980
487,488,John,Edwards,84,275,7/31/1981
488,489,Luke,Jackson,79,215,11/6/1981
489,490,Eddie,Griffin,82,220,5/30/1982
490,491,Erik,Daniels,80,214,4/1/1982
491,492,Mario,Kasun,85,260,4/5/1980
492,493,Awvee,Storey,78,222,4/18/1977
493,494,Pape,Sow,82,250,11/22/1981
494,495,Junior,Harrington,76,180,10/2/1980
495,496,Geno,Carlisle,75,180,8/13/1976
496,497,Smush,Parker,76,190,6/1/1981
497,498,Matt,Freije,82,240,10/2/1981
498,499,Justin,Reed,80,240,1/16/1982
499,500,Andre,Barrett,70,172,2/21/1982
500,501,Donta,Smith,79,215,11/27/1983
501,502,Delonte,West,76,180,7/26/1983
502,503,Aleksandar,Radojevic,87,250,8/8/1976
503,504,Horace,Jenkins,73,180,10/14/1974
504,505,Corsley,Edwards,81,275,3/5/1979
505,506,Antonio,Burks,73,200,2/25/1980
506,507,Luis,Flores,74,200,4/11/1981
507,508,Ibo,Kutluay,78,200,7/1/1974
508,509,Ha,Seung-Jin,87,305,8/4/1985
509,510,James,Thomas,80,235,11/22/1980
510,511,John,Thomas,81,265,9/8/1975
511,512,Obinna,Ekezie,81,270,8/22/1975
512,513,Andre,Emmett,77,230,8/27/1982
513,514,Brandin,Knight,72,180,12/16/1981
514,515,Billy,Thomas,76,208,12/23/1975
515,516,Sean,Marks,82,250,8/23/1975
516,517,Tony,Bobbitt,76,190,10/22/1979
517,518,Viktor,Khryapa,81,210,8/3/1982
518,519,Dorell,Wright,81,205,12/2/1985
519,520,Maurice,Baker,73,175,7/28/1979
520,521,Cory,Alexander,73,185,6/22/1973
521,522,Jermaine,Jackson,76,204,6/7/1976
522,523,Pavel,Podkolzin,89,260,1/15/1985
523,524,Jackie,Butler,82,250,3/10/1985
524,525,Mark,Jones,78,215,5/25/1975
525,526,Lawrence,Funderburke,81,230,12/15/1970
526,527,Francisco,Garcia,79,195,12/31/1981
527,528,Ronnie,Price,74,190,6/21/1983
528,529,Chris,Paul,72,175,5/6/1985
529,530,Brandon,Bass,80,250,4/30/1985
530,531,Arvydas,Macijauskas,76,214,1/19/1980
531,532,Andrew,Bogut,84,260,11/28/1984
532,533,Charlie,Bell,75,200,3/12/1979
533,534,Fabricio,Oberto,82,245,3/21/1975
534,535,Nate,Robinson,69,180,5/31/1984
535,536,Orien,Greene,76,208,2/4/1982
536,537,Ryan,Gomes,79,250,9/1/1982
537,538,Raymond,Felton,73,205,6/26/1984
538,539,Sean,May,81,266,4/4/1984
539,540,Andrew,Bynum,84,285,10/27/1987
540,541,Lou,Williams,73,175,10/27/1986
541,542,Deng,Gai,81,250,3/22/1982
542,543,Jason,Maxiell,79,260,2/18/1983
543,544,Marvin,Williams,81,237,6/19/1986
544,545,Salim,Stoudamire,73,179,10/11/1982
545,546,Esteban,Batista,82,270,9/2/1983
546,547,Chris,Taft,82,260,3/10/1985
547,548,Aaron,Miles,73,175,4/13/1983
548,549,Earl,Barron,84,250,8/14/1981
549,550,Wayne,Simien,81,255,3/9/1983
550,551,Matt,Walsh,78,205,12/2/1982
551,552,Lawrence,Roberts,81,240,10/20/1982
552,553,Hakim,Warrick,81,219,7/8/1982
553,554,Charles,Smith,76,194,8/22/1975
554,555,Jarrett,Jack,75,200,10/28/1983
555,556,Rashad,McCants,76,207,9/25/1984
556,557,Sarunas,Jasikevicius,76,195,3/5/1976
557,558,Danny,Granger,81,222,4/20/1983
558,559,James,Singleton,80,216,7/20/1981
559,560,Daniel,Ewing,75,185,3/26/1983
560,561,Johan,Petro,84,247,1/27/1986
561,562,Joey,Graham,79,225,6/11/1982
562,563,Charlie,Villanueva,83,232,8/24/1984
563,564,Jose,Calderon,75,200,9/28/1981
564,565,Deron,Williams,75,200,6/26/1984
565,566,Devin,Green,79,210,10/25/1982
566,567,Martell,Webster,79,230,12/4/1986
567,568,Linas,Kleiza,80,245,1/3/1985
568,569,Yaroslav,Korolev,81,203,5/7/1987
